RiderID,TripNumber,ClipName,ClipFramePath,VideoName,FramePath,Time,Press,Pass_Distance,NearMiss,Seconds,SignedSpeed
1,1,PassingEvent_Duration10s_000289.mp4,PassingEvent_Duration10s_000289,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:14:07.765000,0,125.0,0,893,60.0
1,1,PassingEvent_Duration10s_000292.mp4,PassingEvent_Duration10s_000292,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:15:20.113000,0,193.0,0,927,60.0
1,1,PassingEvent_Duration10s_000224.mp4,PassingEvent_Duration10s_000224,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:15:45.267000,0,88.0,1,961,40.0
1,1,PassingEvent_Duration10s_000293.mp4,PassingEvent_Duration10s_000293,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:17:34.503000,0,228.0,0,1084,60.0
1,1,PassingEvent_Duration10s_000296.mp4,PassingEvent_Duration10s_000296,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:01:14.830000,0,114.0,0,124,60.0
1,1,PassingEvent_Duration10s_000295.mp4,PassingEvent_Duration10s_000295,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:01:04.623000,0,125.0,0,101,60.0
1,1,PassingEvent_Duration10s_000231.mp4,PassingEvent_Duration10s_000231,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:01:04.744000,0,152.0,0,109,60.0
1,1,PassingEvent_Duration10s_000232.mp4,PassingEvent_Duration10s_000232,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:01:44.470000,0,185.0,0,132,60.0
1,1,PassingEvent_Duration10s_000233.mp4,PassingEvent_Duration10s_000233,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:01:48.172000,0,297.0,0,118,60.0
1,1,PassingEvent_Duration10s_000234.mp4,PassingEvent_Duration10s_000234,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:01:54.577000,0,225.0,0,149,50.0
1,1,PassingEvent_Duration10s_000297.mp4,PassingEvent_Duration10s_000297,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:01:54.756000,0,78.0,1,159,60.0
1,1,PassingEvent_Duration10s_000211.mp4,PassingEvent_Duration10s_000211,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:01:55.904000,0,166.0,0,169,50.0
1,1,PassingEvent_Duration10s_000235.mp4,PassingEvent_Duration10s_000235,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:01:59.680000,0,152.0,0,160,60.0
1,1,PassingEvent_Duration10s_000298.mp4,PassingEvent_Duration10s_000298,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:01.261000,0,138.0,0,137,60.0
1,1,PassingEvent_Duration10s_000300.mp4,PassingEvent_Duration10s_000300,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:12.268000,0,165.0,0,148,60.0
1,1,PassingEvent_Duration10s_000301.mp4,PassingEvent_Duration10s_000301,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:17.472000,0,229.0,0,165,60.0
1,1,PassingEvent_Duration10s_000236.mp4,PassingEvent_Duration10s_000236,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:02:17.992000,0,185.0,0,197,60.0
1,1,PassingEvent_Duration10s_000302.mp4,PassingEvent_Duration10s_000302,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:21.274000,0,225.0,0,157,60.0
1,1,PassingEvent_Duration10s_000303.mp4,PassingEvent_Duration10s_000303,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:26.778000,0,174.0,0,193,60.0
1,1,PassingEvent_Duration10s_000304.mp4,PassingEvent_Duration10s_000304,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:29.380000,0,184.0,0,172,60.0
1,1,PassingEvent_Duration10s_000305.mp4,PassingEvent_Duration10s_000305,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:32.982000,0,116.0,0,211,60.0
1,1,PassingEvent_Duration10s_000306.mp4,PassingEvent_Duration10s_000306,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:35.984000,0,205.0,0,214,60.0
1,1,PassingEvent_Duration10s_000307.mp4,PassingEvent_Duration10s_000307,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:40.287000,0,153.0,0,177,60.0
1,1,PassingEvent_Duration10s_000308.mp4,PassingEvent_Duration10s_000308,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:43.689000,0,160.0,0,204,60.0
1,1,PassingEvent_Duration10s_000309.mp4,PassingEvent_Duration10s_000309,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:47.692000,0,195.0,0,209,60.0
1,1,PassingEvent_Duration10s_000310.mp4,PassingEvent_Duration10s_000310,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:49.993000,0,139.0,0,229,60.0
1,1,PassingEvent_Duration10s_000311.mp4,PassingEvent_Duration10s_000311,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:55.970000,0,167.0,0,233,60.0
1,1,PassingEvent_Duration10s_000299.mp4,PassingEvent_Duration10s_000299,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:02:06.764000,0,92.0,1,172,60.0
1,1,PassingEvent_Duration10s_000312.mp4,PassingEvent_Duration10s_000312,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:03:00.500000,0,151.0,0,210,60.0
1,1,PassingEvent_Duration10s_000313.mp4,PassingEvent_Duration10s_000313,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:03:10.207000,0,150.0,0,202,60.0
1,1,PassingEvent_Duration10s_000238.mp4,PassingEvent_Duration10s_000238,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:11.928000,0,240.0,0,247,60.0
1,1,PassingEvent_Duration10s_000314.mp4,PassingEvent_Duration10s_000314,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:03:16.811000,0,156.0,0,245,60.0
1,1,PassingEvent_Duration10s_000315.mp4,PassingEvent_Duration10s_000315,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:03:19.413000,0,168.0,0,224,60.0
1,1,PassingEvent_Duration10s_000316.mp4,PassingEvent_Duration10s_000316,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:03:22.715000,0,130.0,0,245,60.0
1,1,PassingEvent_Duration10s_000237.mp4,PassingEvent_Duration10s_000237,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:04.723000,0,121.0,0,227,60.0
1,1,PassingEvent_Duration10s_000239.mp4,PassingEvent_Duration10s_000239,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:45.150000,0,105.0,0,234,60.0
1,1,PassingEvent_Duration10s_000240.mp4,PassingEvent_Duration10s_000240,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:48.753000,0,144.0,0,273,60.0
1,1,PassingEvent_Duration10s_000241.mp4,PassingEvent_Duration10s_000241,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:51.455000,0,137.0,0,258,60.0
1,1,PassingEvent_Duration10s_000242.mp4,PassingEvent_Duration10s_000242,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:56.658000,0,269.0,0,275,60.0
1,1,PassingEvent_Duration10s_000243.mp4,PassingEvent_Duration10s_000243,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:03:59.560000,0,233.0,0,273,60.0
1,1,PassingEvent_Duration10s_000245.mp4,PassingEvent_Duration10s_000245,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:13.870000,0,122.0,0,305,60.0
1,1,PassingEvent_Duration10s_000244.mp4,PassingEvent_Duration10s_000244,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:02.962000,0,227.0,0,300,60.0
1,1,PassingEvent_Duration10s_000246.mp4,PassingEvent_Duration10s_000246,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:22.375000,0,143.0,0,284,60.0
1,1,PassingEvent_Duration10s_000325.mp4,PassingEvent_Duration10s_000325,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:04:43.749000,0,111.0,0,328,60.0
1,1,PassingEvent_Duration10s_000247.mp4,PassingEvent_Duration10s_000247,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:51.940000,0,141.0,0,347,60.0
1,1,PassingEvent_Duration10s_000248.mp4,PassingEvent_Duration10s_000248,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:04:58.399000,0,123.0,0,322,60.0
1,1,PassingEvent_Duration10s_000212.mp4,PassingEvent_Duration10s_000212,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:05:00.327000,0,162.0,0,320,60.0
1,1,PassingEvent_Duration10s_000250.mp4,PassingEvent_Duration10s_000250,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:10.207000,0,119.0,0,322,60.0
1,1,PassingEvent_Duration10s_000251.mp4,PassingEvent_Duration10s_000251,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:14.610000,0,130.0,0,351,60.0
1,1,PassingEvent_Duration10s_000252.mp4,PassingEvent_Duration10s_000252,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:24.160000,0,126.0,0,334,60.0
1,1,PassingEvent_Duration10s_000249.mp4,PassingEvent_Duration10s_000249,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:03.403000,0,127.0,0,327,60.0
1,1,PassingEvent_Duration10s_000326.mp4,PassingEvent_Duration10s_000326,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:05:32.481000,0,248.0,0,361,60.0
1,1,PassingEvent_Duration10s_000253.mp4,PassingEvent_Duration10s_000253,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:32.522000,0,119.0,0,363,60.0
1,1,PassingEvent_Duration10s_000327.mp4,PassingEvent_Duration10s_000327,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:05:36.184000,0,234.0,0,347,60.0
1,1,PassingEvent_Duration10s_000254.mp4,PassingEvent_Duration10s_000254,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:36.324000,0,142.0,0,355,60.0
1,1,PassingEvent_Duration10s_000255.mp4,PassingEvent_Duration10s_000255,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:05:42.529000,0,163.0,0,374,60.0
1,1,PassingEvent_Duration10s_000328.mp4,PassingEvent_Duration10s_000328,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:05:42.788000,0,235.0,0,389,60.0
1,1,PassingEvent_Duration10s_000329.mp4,PassingEvent_Duration10s_000329,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:05:45.900000,0,206.0,0,399,60.0
1,1,PassingEvent_Duration10s_000330.mp4,PassingEvent_Duration10s_000330,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:05:48.920000,0,322.0,0,403,60.0
1,1,PassingEvent_Duration10s_000331.mp4,PassingEvent_Duration10s_000331,Trip_1.3_GP030006.LRV,MPDS_001/Trip_1.3_GP030006,00:05:51.940000,0,299.0,0,407,60.0
1,1,PassingEvent_Duration10s_000213.mp4,PassingEvent_Duration10s_000213,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:05:54.463000,0,165.0,0,382,60.0
1,1,PassingEvent_Duration10s_000214.mp4,PassingEvent_Duration10s_000214,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:05:57.765000,0,169.0,0,403,60.0
1,1,PassingEvent_Duration10s_000256.mp4,PassingEvent_Duration10s_000256,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:06:11.480000,0,190.0,0,400,50.0
1,1,PassingEvent_Duration10s_000216.mp4,PassingEvent_Duration10s_000216,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:06:21.181000,0,158.0,0,392,60.0
1,1,PassingEvent_Duration10s_000217.mp4,PassingEvent_Duration10s_000217,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:06:59.806000,0,182.0,0,467,60.0
1,1,PassingEvent_Duration10s_000215.mp4,PassingEvent_Duration10s_000215,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:06:08.873000,0,126.0,0,420,60.0
1,1,PassingEvent_Duration10s_000218.mp4,PassingEvent_Duration10s_000218,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:07:37.310000,0,138.0,0,476,60.0
1,1,PassingEvent_Duration10s_000257.mp4,PassingEvent_Duration10s_000257,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:07:46.811000,0,118.0,0,515,50.0
1,1,PassingEvent_Duration10s_000219.mp4,PassingEvent_Duration10s_000219,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:07:50.740000,0,148.0,0,514,60.0
1,1,PassingEvent_Duration10s_000258.mp4,PassingEvent_Duration10s_000258,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:07:52.215000,0,127.0,0,485,50.0
1,1,PassingEvent_Duration10s_000220.mp4,PassingEvent_Duration10s_000220,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:08:01.147000,0,223.0,0,490,60.0
1,1,PassingEvent_Duration10s_000317.mp4,PassingEvent_Duration10s_000317,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:08:30.200000,0,160.0,0,522,50.0
1,1,PassingEvent_Duration10s_000318.mp4,PassingEvent_Duration10s_000318,Trip_1.2_GP020006.LRV,MPDS_001/Trip_1.2_GP020006,00:08:35.924000,0,249.0,0,570,40.0
1,1,PassingEvent_Duration10s_000260.mp4,PassingEvent_Duration10s_000260,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:08:37.445000,0,116.0,0,544,50.0
1,1,PassingEvent_Duration10s_000261.mp4,PassingEvent_Duration10s_000261,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:08:49.353000,0,137.0,0,550,50.0
1,1,PassingEvent_Duration10s_000259.mp4,PassingEvent_Duration10s_000259,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:08:05.724000,0,188.0,0,528,50.0
1,1,PassingEvent_Duration10s_000262.mp4,PassingEvent_Duration10s_000262,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:08:56.658000,0,171.0,0,575,50.0
1,1,PassingEvent_Duration10s_000263.mp4,PassingEvent_Duration10s_000263,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:09:01.361000,0,141.0,0,563,60.0
1,1,PassingEvent_Duration10s_000264.mp4,PassingEvent_Duration10s_000264,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:09:02.962000,0,143.0,0,600,60.0
1,1,PassingEvent_Duration10s_000222.mp4,PassingEvent_Duration10s_000222,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:09:22.812000,0,155.0,0,611,50.0
1,1,PassingEvent_Duration10s_000265.mp4,PassingEvent_Duration10s_000265,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:09:04.763000,0,194.0,0,590,60.0
1,1,PassingEvent_Duration10s_000266.mp4,PassingEvent_Duration10s_000266,Trip_1.1_GP010006.LRV,MPDS_001/Trip_1.1_GP010006,00:09:08.466000,0,186.0,0,576,60.0
1,1,PassingEvent_Duration10s_000221.mp4,PassingEvent_Duration10s_000221,Trip_1.0_GOPR0006.LRV,MPDS_001/Trip_1.0_GOPR0006,00:09:09.103000,0,124.0,0,555,50.0
1,2,PassingEvent_Duration10s_000334.mp4,PassingEvent_Duration10s_000334,Trip_2.0_GOPR0007.LRV,MPDS_001/Trip_2.0_GOPR0007,00:12:54.750000,0,187.0,0,819,50.0
1,2,PassingEvent_Duration10s_000335.mp4,PassingEvent_Duration10s_000335,Trip_2.0_GOPR0007.LRV,MPDS_001/Trip_2.0_GOPR0007,00:13:35.200000,0,247.0,0,827,50.0
1,2,PassingEvent_Duration10s_000332.mp4,PassingEvent_Duration10s_000332,Trip_2.0_GOPR0007.LRV,MPDS_001/Trip_2.0_GOPR0007,00:02:16.543000,0,251.0,0,169,60.0
1,2,PassingEvent_Duration10s_000333.mp4,PassingEvent_Duration10s_000333,Trip_2.0_GOPR0007.LRV,MPDS_001/Trip_2.0_GOPR0007,00:05:21.867000,0,114.0,0,373,60.0
1,3,PassingEvent_Duration10s_000434.mp4,PassingEvent_Duration10s_000434,Trip_3.3_GP030008.LRV,MPDS_001/Trip_3.3_GP030008,00:00:12.173000,0,116.0,0,22,40.0
1,3,PassingEvent_Duration10s_000435.mp4,PassingEvent_Duration10s_000435,Trip_3.3_GP030008.LRV,MPDS_001/Trip_3.3_GP030008,00:00:20.780000,0,116.0,0,67,40.0
1,3,PassingEvent_Duration10s_000422.mp4,PassingEvent_Duration10s_000422,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:10:11.993000,0,119.0,0,671,50.0
1,3,PassingEvent_Duration10s_000423.mp4,PassingEvent_Duration10s_000423,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:10:53.120000,0,232.0,0,660,40.0
1,3,PassingEvent_Duration10s_000352.mp4,PassingEvent_Duration10s_000352,Trip_3.0_GOPR0008.LRV,MPDS_001/Trip_3.0_GOPR0008,00:11:15.571000,0,200.0,0,709,50.0
1,3,PassingEvent_Duration10s_000424.mp4,PassingEvent_Duration10s_000424,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:12:02.667000,0,195.0,0,762,40.0
1,3,PassingEvent_Duration10s_000425.mp4,PassingEvent_Duration10s_000425,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:12:24.581000,0,151.0,0,779,60.0
1,3,PassingEvent_Duration10s_000353.mp4,PassingEvent_Duration10s_000353,Trip_3.0_GOPR0008.LRV,MPDS_001/Trip_3.0_GOPR0008,00:12:54.437000,0,220.0,0,800,50.0
1,3,PassingEvent_Duration10s_000426.mp4,PassingEvent_Duration10s_000426,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:13:20.218000,0,233.0,0,813,60.0
1,3,PassingEvent_Duration10s_000427.mp4,PassingEvent_Duration10s_000427,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:13:54.141000,0,107.0,0,842,40.0
1,3,PassingEvent_Duration10s_000428.mp4,PassingEvent_Duration10s_000428,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:14:01.346000,0,102.0,0,862,40.0
1,3,PassingEvent_Duration10s_000429.mp4,PassingEvent_Duration10s_000429,Trip_3.2_GP020008.LRV,MPDS_001/Trip_3.2_GP020008,00:14:10.652000,0,123.0,0,889,40.0
